Pol Year,Issue Age,Prem Term,Value
16,6,55,60
17,6,55,65
18,6,55,70
19,6,55,75
20,6,55,80
21,6,55,85
22,6,55,90
23,6,55,95
24,6,55,100
25,6,55,105
26,6,55,110
27,6,55,115
28,6,55,120
29,6,55,125
30,6,55,130
31,6,55,135
32,6,55,140
33,6,55,145
34,6,55,150
35,6,55,155
36,6,55,160
37,6,55,165
38,6,55,170
39,6,55,180
40,6,55,190
41,6,55,200
42,6,55,210
43,6,55,220
44,6,55,230
45,6,55,240
46,6,55,250
47,6,55,260
48,6,55,270
49,6,55,280
50,6,55,290
51,6,55,300
52,6,55,310
53,6,55,320
54,6,55,330
55,6,55,340
56,6,55,350
57,6,55,360
58,6,55,370
59,6,55,380
60,6,55,390
61,6,55,400
62,6,55,410
63,6,55,420
64,6,55,430
65,6,55,440
66,6,55,450
67,6,55,460
68,6,55,470
69,6,55,480
70,6,55,490
71,6,55,500
72,6,55,510
73,6,55,520
74,6,55,530
75,6,55,540
76,6,55,550
77,6,55,560
78,6,55,570
79,6,55,580
80,6,55,590
81,6,55,600
82,6,55,610
83,6,55,620
84,6,55,630
85,6,55,640
86,6,55,650
87,6,55,660
88,6,55,670
89,6,55,680
90,6,55,690
91,6,55,700
92,6,55,710
93,6,55,720
94,6,55,730
95,6,55,740
96,6,55,750
97,6,55,760
98,6,55,770
99,6,55,780
100,6,55,790
101,6,55,800
102,6,55,810
103,6,55,820
104,6,55,830
105,6,55,840
106,6,55,850
107,6,55,860
108,6,55,870
109,6,55,880
110,6,55,890
111,6,55,900
112,6,55,910
113,6,55,920
114,6,55,930
115,6,55,940
116,6,55,950
117,6,55,960
118,6,55,970
119,6,55,980
120,6,55,1000
1,7,55,0
2,7,55,0
3,7,55,0
4,7,55,0
5,7,55,0
6,7,55,10
7,7,55,15
8,7,55,20
9,7,55,25
10,7,55,30
11,7,55,35
12,7,55,40
13,7,55,45
14,7,55,50
15,7,55,55
16,7,55,60
17,7,55,65
18,7,55,70
19,7,55,75
20,7,55,80
21,7,55,85
22,7,55,90
23,7,55,95
24,7,55,100
25,7,55,105
26,7,55,110
27,7,55,115
28,7,55,120
29,7,55,125
30,7,55,130
31,7,55,135
32,7,55,140
33,7,55,145
34,7,55,150
35,7,55,155
36,7,55,160
37,7,55,165
38,7,55,170
39,7,55,180
40,7,55,190
41,7,55,200
42,7,55,210
43,7,55,220
44,7,55,230
45,7,55,240
46,7,55,250
47,7,55,260
48,7,55,270
49,7,55,280
50,7,55,290
51,7,55,300
52,7,55,310
53,7,55,320
54,7,55,330
55,7,55,340
56,7,55,350
57,7,55,360
58,7,55,370
59,7,55,380
60,7,55,390
61,7,55,400
62,7,55,410
63,7,55,420
64,7,55,430
65,7,55,440
66,7,55,450
67,7,55,460
68,7,55,470
69,7,55,480
70,7,55,490
71,7,55,500
72,7,55,510
73,7,55,520
74,7,55,530
75,7,55,540
76,7,55,550
77,7,55,560
78,7,55,570
79,7,55,580
80,7,55,590
81,7,55,600
82,7,55,610
83,7,55,620
84,7,55,630
85,7,55,640
86,7,55,650
87,7,55,660
88,7,55,670
89,7,55,680
90,7,55,690
91,7,55,700
92,7,55,710
93,7,55,720
94,7,55,730
95,7,55,740
96,7,55,750
97,7,55,760
98,7,55,770
99,7,55,780
100,7,55,790
101,7,55,800
102,7,55,810
103,7,55,820
104,7,55,830
105,7,55,840
106,7,55,850
107,7,55,860
108,7,55,870
109,7,55,880
110,7,55,890
111,7,55,900
112,7,55,910
113,7,55,920
114,7,55,930
115,7,55,940
116,7,55,950
117,7,55,960
118,7,55,970
119,7,55,980
120,7,55,1000
1,8,55,0
2,8,55,0
3,8,55,0
4,8,55,0
5,8,55,0
6,8,55,10
7,8,55,15
8,8,55,20
9,8,55,25
10,8,55,30
11,8,55,35
12,8,55,40
13,8,55,45
14,8,55,50
15,8,55,55
16,8,55,60
17,8,55,65
18,8,55,70
19,8,55,75
20,8,55,80
21,8,55,85
22,8,55,90
23,8,55,95
24,8,55,100
25,8,55,105
26,8,55,110
27,8,55,115
28,8,55,120
29,8,55,125
30,8,55,130
31,8,55,135
32,8,55,140
33,8,55,145
34,8,55,150
35,8,55,155
36,8,55,160
37,8,55,165
38,8,55,170
39,8,55,180
40,8,55,190
41,8,55,200
42,8,55,210
43,8,55,220
44,8,55,230
45,8,55,240
46,8,55,250
47,8,55,260
48,8,55,270
49,8,55,280
50,8,55,290
51,8,55,300
52,8,55,310
53,8,55,320
54,8,55,330
55,8,55,340
56,8,55,350
57,8,55,360
58,8,55,370
59,8,55,380
60,8,55,390
61,8,55,400
62,8,55,410
63,8,55,420
64,8,55,430
65,8,55,440
66,8,55,450
67,8,55,460
68,8,55,470
69,8,55,480
70,8,55,490
71,8,55,500
72,8,55,510
73,8,55,520
74,8,55,530
75,8,55,540
76,8,55,550
77,8,55,560
78,8,55,570
79,8,55,580
80,8,55,590
81,8,55,600
82,8,55,610
83,8,55,620
84,8,55,630
85,8,55,640
86,8,55,650
87,8,55,660
88,8,55,670
89,8,55,680
90,8,55,690
91,8,55,700
92,8,55,710
93,8,55,720
94,8,55,730
95,8,55,740
96,8,55,750
97,8,55,760
98,8,55,770
99,8,55,780
100,8,55,790
101,8,55,800
102,8,55,810
103,8,55,820
104,8,55,830
105,8,55,840
106,8,55,850
107,8,55,860
108,8,55,870
109,8,55,880
110,8,55,890
111,8,55,900
112,8,55,910
113,8,55,920
114,8,55,930
115,8,55,940
116,8,55,950
117,8,55,960
118,8,55,970
119,8,55,980
120,8,55,1000
1,9,55,0
2,9,55,0
3,9,55,0
4,9,55,0
5,9,55,0
6,9,55,10
7,9,55,15
8,9,55,20
9,9,55,25
10,9,55,30
11,9,55,35
12,9,55,40
13,9,55,45
14,9,55,50
15,9,55,55
16,9,55,60
17,9,55,65
18,9,55,70
19,9,55,75
20,9,55,80
21,9,55,85
22,9,55,90
23,9,55,95
24,9,55,100
25,9,55,105
26,9,55,110
27,9,55,115
28,9,55,120
29,9,55,125
30,9,55,130
31,9,55,135
32,9,55,140
33,9,55,145
34,9,55,150
35,9,55,155
36,9,55,160
37,9,55,165
38,9,55,170
39,9,55,180
40,9,55,190
41,9,55,200
42,9,55,210
43,9,55,220
44,9,55,230
45,9,55,240
46,9,55,250
47,9,55,260
48,9,55,270
49,9,55,280
50,9,55,290
51,9,55,300
52,9,55,310
53,9,55,320
54,9,55,330
55,9,55,340
56,9,55,350
57,9,55,360
58,9,55,370
59,9,55,380
60,9,55,390
61,9,55,400
62,9,55,410
63,9,55,420
64,9,55,430
65,9,55,440
66,9,55,450
67,9,55,460
68,9,55,470
69,9,55,480
70,9,55,490
71,9,55,500
72,9,55,510
73,9,55,520
74,9,55,530
75,9,55,540
76,9,55,550
77,9,55,560
78,9,55,570
79,9,55,580
80,9,55,590
81,9,55,600
82,9,55,610
83,9,55,620
84,9,55,630
85,9,55,640
86,9,55,650
87,9,55,660
88,9,55,670
89,9,55,680
90,9,55,690
91,9,55,700
92,9,55,710
93,9,55,720
94,9,55,730
95,9,55,740
96,9,55,750
97,9,55,760
98,9,55,770
99,9,55,780
100,9,55,790
101,9,55,800
102,9,55,810
103,9,55,820
104,9,55,830
105,9,55,840
106,9,55,850
107,9,55,860
108,9,55,870
109,9,55,880
110,9,55,890
111,9,55,900
112,9,55,910
113,9,55,920
114,9,55,930
115,9,55,940
116,9,55,950
117,9,55,960
118,9,55,970
119,9,55,980
120,9,55,1000
1,10,55,0
2,10,55,0
3,10,55,0
4,10,55,0
5,10,55,0
6,10,55,10
7,10,55,15
8,10,55,20
9,10,55,25
10,10,55,30
11,10,55,35
12,10,55,40
13,10,55,45
14,10,55,50
15,10,55,55
16,10,55,60
17,10,55,65
18,10,55,70
19,10,55,75
20,10,55,80
21,10,55,85
22,10,55,90
23,10,55,95
24,10,55,100
25,10,55,105
26,10,55,110
27,10,55,115
28,10,55,120
29,10,55,125
30,10,55,130
31,10,55,135
32,10,55,140
33,10,55,145
34,10,55,150
35,10,55,155
36,10,55,160
37,10,55,165
38,10,55,170
39,10,55,180
40,10,55,190
41,10,55,200
42,10,55,210
43,10,55,220
44,10,55,230
45,10,55,240
46,10,55,250
47,10,55,260
48,10,55,270
49,10,55,280
50,10,55,290
51,10,55,300
52,10,55,310
53,10,55,320
54,10,55,330
55,10,55,340
56,10,55,350
57,10,55,360
58,10,55,370
59,10,55,380
60,10,55,390
61,10,55,400
62,10,55,410
63,10,55,420
64,10,55,430
65,10,55,440
66,10,55,450
67,10,55,460
68,10,55,470
69,10,55,480
70,10,55,490
71,10,55,500
72,10,55,510
73,10,55,520
74,10,55,530
75,10,55,540
76,10,55,550
77,10,55,560
78,10,55,570
79,10,55,580
80,10,55,590
81,10,55,600
82,10,55,610
83,10,55,620
84,10,55,630
85,10,55,640
86,10,55,650
87,10,55,660
88,10,55,670
89,10,55,680
90,10,55,690
91,10,55,700
92,10,55,710
93,10,55,720
94,10,55,730
95,10,55,740
96,10,55,750
97,10,55,760
98,10,55,770
99,10,55,780
100,10,55,790
101,10,55,800
102,10,55,810
103,10,55,820
104,10,55,830
105,10,55,840
106,10,55,850
107,10,55,860
108,10,55,870
109,10,55,880
110,10,55,890
111,10,55,900
112,10,55,910
113,10,55,920
114,10,55,930
115,10,55,940
116,10,55,950
117,10,55,960
118,10,55,970
119,10,55,980
120,10,55,1000
1,11,55,0
2,11,55,0
3,11,55,0
4,11,55,0
5,11,55,0
6,11,55,10
7,11,55,15
8,11,55,20
9,11,55,25
10,11,55,30
11,11,55,35
12,11,55,40
13,11,55,45
14,11,55,50
15,11,55,55
16,11,55,60
17,11,55,65
18,11,55,70
19,11,55,75
20,11,55,80
21,11,55,85
22,11,55,90
23,11,55,95
24,11,55,100
25,11,55,105
26,11,55,110
27,11,55,115
28,11,55,120
29,11,55,125
30,11,55,130
31,11,55,135
32,11,55,140
33,11,55,145
34,11,55,150
35,11,55,155
36,11,55,160
37,11,55,165
38,11,55,170
39,11,55,180
40,11,55,190
41,11,55,200
42,11,55,210
43,11,55,220
44,11,55,230
45,11,55,240
46,11,55,250
47,11,55,260
48,11,55,270
49,11,55,280
50,11,55,290
51,11,55,300
52,11,55,310
53,11,55,320
54,11,55,330
55,11,55,340
56,11,55,350
57,11,55,360
58,11,55,370
59,11,55,380
60,11,55,390
61,11,55,400
62,11,55,410
63,11,55,420
64,11,55,430
65,11,55,440
66,11,55,450
67,11,55,460
68,11,55,470
69,11,55,480
70,11,55,490
71,11,55,500
72,11,55,510
73,11,55,520
74,11,55,530
75,11,55,540
76,11,55,550
77,11,55,560
78,11,55,570
79,11,55,580
80,11,55,590
81,11,55,600
82,11,55,610
83,11,55,620
84,11,55,630
85,11,55,640
86,11,55,650
87,11,55,660
88,11,55,670
89,11,55,680
90,11,55,690
91,11,55,700
92,11,55,710
93,11,55,720
94,11,55,730
95,11,55,740
96,11,55,750
97,11,55,760
98,11,55,770
99,11,55,780
100,11,55,790
101,11,55,800
102,11,55,810
103,11,55,820
104,11,55,830
105,11,55,840
106,11,55,850
107,11,55,860
108,11,55,870
109,11,55,880
110,11,55,890
111,11,55,900
112,11,55,910
113,11,55,920
114,11,55,930
115,11,55,940
116,11,55,950
117,11,55,960
118,11,55,970
119,11,55,980
120,11,55,1000
1,12,55,0
2,12,55,0
3,12,55,0
4,12,55,0
5,12,55,0
6,12,55,10
7,12,55,15
8,12,55,20
9,12,55,25
10,12,55,30
11,12,55,35
12,12,55,40
13,12,55,45
14,12,55,50
15,12,55,55
16,12,55,60
17,12,55,65
18,12,55,70
19,12,55,75
20,12,55,80
21,12,55,85
22,12,55,90
23,12,55,95
24,12,55,100
25,12,55,105
26,12,55,110
27,12,55,115
28,12,55,120
29,12,55,125
30,12,55,130
31,12,55,135
32,12,55,140
33,12,55,145
34,12,55,150
35,12,55,155
36,12,55,160
37,12,55,165
38,12,55,170
39,12,55,180
40,12,55,190
41,12,55,200
42,12,55,210
43,12,55,220
44,12,55,230
45,12,55,240
46,12,55,250
47,12,55,260
48,12,55,270
49,12,55,280
50,12,55,290
51,12,55,300
52,12,55,310
53,12,55,320
54,12,55,330
55,12,55,340
56,12,55,350
57,12,55,360
58,12,55,370
59,12,55,380
60,12,55,390
61,12,55,400
62,12,55,410
63,12,55,420
64,12,55,430
65,12,55,440
66,12,55,450
67,12,55,460
68,12,55,470
69,12,55,480
70,12,55,490
71,12,55,500
72,12,55,510
73,12,55,520
74,12,55,530
75,12,55,540
76,12,55,550
77,12,55,560
78,12,55,570
79,12,55,580
80,12,55,590
81,12,55,600
82,12,55,610
83,12,55,620
84,12,55,630
85,12,55,640
86,12,55,650
87,12,55,660
88,12,55,670
89,12,55,680
90,12,55,690
91,12,55,700
92,12,55,710
93,12,55,720
94,12,55,730
95,12,55,740
96,12,55,750
97,12,55,760
98,12,55,770
99,12,55,780
100,12,55,790
101,12,55,800
102,12,55,810
103,12,55,820
104,12,55,830
105,12,55,840
106,12,55,850
107,12,55,860
108,12,55,870
109,12,55,880
110,12,55,890
111,12,55,900
112,12,55,910
113,12,55,920
114,12,55,930
115,12,55,940
116,12,55,950
117,12,55,960
118,12,55,970
119,12,55,980
120,12,55,1000
1,13,55,0
2,13,55,0
3,13,55,0
4,13,55,0
5,13,55,0
6,13,55,10
7,13,55,15
8,13,55,20
9,13,55,25
10,13,55,30
11,13,55,35
12,13,55,40
13,13,55,45
14,13,55,50
15,13,55,55
16,13,55,60
17,13,55,65
18,13,55,70
19,13,55,75
20,13,55,80
21,13,55,85
22,13,55,90
23,13,55,95
24,13,55,100
25,13,55,105
26,13,55,110
27,13,55,115
28,13,55,120
29,13,55,125
30,13,55,130
31,13,55,135
32,13,55,140
33,13,55,145
34,13,55,150
35,13,55,155
36,13,55,160
37,13,55,165
38,13,55,170
39,13,55,180
40,13,55,190
41,13,55,200
42,13,55,210
43,13,55,220
44,13,55,230
45,13,55,240
46,13,55,250
47,13,55,260
48,13,55,270
49,13,55,280
50,13,55,290
51,13,55,300
52,13,55,310
53,13,55,320
54,13,55,330
55,13,55,340
56,13,55,350
57,13,55,360
58,13,55,370
59,13,55,380
60,13,55,390
61,13,55,400
62,13,55,410
63,13,55,420
64,13,55,430
65,13,55,440
66,13,55,450
67,13,55,460
68,13,55,470
69,13,55,480
70,13,55,490
71,13,55,500
72,13,55,510
73,13,55,520
74,13,55,530
75,13,55,540
76,13,55,550
77,13,55,560
78,13,55,570
79,13,55,580
80,13,55,590
81,13,55,600
82,13,55,610
83,13,55,620
84,13,55,630
85,13,55,640
86,13,55,650
87,13,55,660
88,13,55,670
89,13,55,680
90,13,55,690
91,13,55,700
92,13,55,710
93,13,55,720
94,13,55,730
95,13,55,740
96,13,55,750
97,13,55,760
98,13,55,770
99,13,55,780
100,13,55,790
101,13,55,800
102,13,55,810
103,13,55,820
104,13,55,830
105,13,55,840
106,13,55,850
107,13,55,860
108,13,55,870
109,13,55,880
110,13,55,890
111,13,55,900
112,13,55,910
113,13,55,920
114,13,55,930
115,13,55,940
116,13,55,950
117,13,55,960
118,13,55,970
119,13,55,980
120,13,55,1000
1,14,55,0
2,14,55,0
3,14,55,0
4,14,55,0
5,14,55,0
6,14,55,10
7,14,55,15
8,14,55,20
9,14,55,25
10,14,55,30
11,14,55,35
12,14,55,40
13,14,55,45
14,14,55,50
15,14,55,55
16,14,55,60
17,14,55,65
18,14,55,70
19,14,55,75
20,14,55,80
21,14,55,85
22,14,55,90
23,14,55,95
24,14,55,100
25,14,55,105
26,14,55,110
27,14,55,115
28,14,55,120
29,14,55,125
30,14,55,130
31,14,55,135
32,14,55,140
33,14,55,145
34,14,55,150
35,14,55,155
36,14,55,160
37,14,55,165
38,14,55,170
39,14,55,180
40,14,55,190
41,14,55,200
42,14,55,210
43,14,55,220
44,14,55,230
45,14,55,240
46,14,55,250
47,14,55,260
48,14,55,270
49,14,55,280
50,14,55,290
51,14,55,300
52,14,55,310
53,14,55,320
54,14,55,330
55,14,55,340
56,14,55,350
57,14,55,360
58,14,55,370
59,14,55,380
60,14,55,390
61,14,55,400
62,14,55,410
63,14,55,420
64,14,55,430
65,14,55,440
66,14,55,450
67,14,55,460
68,14,55,470
69,14,55,480
70,14,55,490
71,14,55,500
72,14,55,510
73,14,55,520
74,14,55,530
75,14,55,540
76,14,55,550
77,14,55,560
78,14,55,570
79,14,55,580
80,14,55,590
81,14,55,600
82,14,55,610
83,14,55,620
84,14,55,630
85,14,55,640
86,14,55,650
87,14,55,660
88,14,55,670
89,14,55,680
90,14,55,690
91,14,55,700
92,14,55,710
93,14,55,720
94,14,55,730
95,14,55,740
96,14,55,750
97,14,55,760
98,14,55,770
99,14,55,780
100,14,55,790
101,14,55,800
102,14,55,810
103,14,55,820
104,14,55,830
105,14,55,840
106,14,55,850
107,14,55,860
108,14,55,870
109,14,55,880
110,14,55,890
111,14,55,900
112,14,55,910
113,14,55,920
114,14,55,930
115,14,55,940
116,14,55,950
117,14,55,960
118,14,55,970
119,14,55,980
120,14,55,1000
1,15,55,0
2,15,55,0
3,15,55,0
4,15,55,0
5,15,55,0
6,15,55,10
7,15,55,15
8,15,55,20
9,15,55,25
10,15,55,30
11,15,55,35
12,15,55,40
13,15,55,45
14,15,55,50
15,15,55,55
16,15,55,60
17,15,55,65
18,15,55,70
19,15,55,75
20,15,55,80
21,15,55,85
22,15,55,90
23,15,55,95
24,15,55,100
25,15,55,105
26,15,55,110
27,15,55,115
28,15,55,120
29,15,55,125
30,15,55,130
31,15,55,135
32,15,55,140
33,15,55,145
34,15,55,150
35,15,55,155
36,15,55,160
37,15,55,165
38,15,55,170
39,15,55,180
40,15,55,190
41,15,55,200
42,15,55,210
43,15,55,220
44,15,55,230
45,15,55,240
46,15,55,250
47,15,55,260
48,15,55,270
49,15,55,280
50,15,55,290
51,15,55,300
52,15,55,310
53,15,55,320
54,15,55,330
55,15,55,340
56,15,55,350
57,15,55,360
58,15,55,370
59,15,55,380
60,15,55,390
61,15,55,400
62,15,55,410
63,15,55,420
64,15,55,430
65,15,55,440
66,15,55,450
67,15,55,460
68,15,55,470
69,15,55,480
70,15,55,490
71,15,55,500
72,15,55,510
73,15,55,520
74,15,55,530
75,15,55,540
76,15,55,550
77,15,55,560
78,15,55,570
79,15,55,580
80,15,55,590
81,15,55,600
82,15,55,610
83,15,55,620
84,15,55,630
85,15,55,640
86,15,55,650
87,15,55,660
88,15,55,670
89,15,55,680
90,15,55,690
91,15,55,700
92,15,55,710
93,15,55,720
94,15,55,730
95,15,55,740
96,15,55,750
97,15,55,760
98,15,55,770
99,15,55,780
100,15,55,790
101,15,55,800
102,15,55,810
103,15,55,820
104,15,55,830
105,15,55,840
106,15,55,850
107,15,55,860
108,15,55,870
109,15,55,880
110,15,55,890
111,15,55,900
112,15,55,910
113,15,55,920
114,15,55,930
115,15,55,940
116,15,55,950
117,15,55,960
118,15,55,970
119,15,55,980
120,15,55,1000
1,16,55,0
2,16,55,0
3,16,55,0
4,16,55,0
5,16,55,0
6,16,55,10
7,16,55,15
8,16,55,20
9,16,55,25
10,16,55,30
11,16,55,35
12,16,55,40
13,16,55,45
14,16,55,50
15,16,55,55
16,16,55,60
17,16,55,65
18,16,55,70
19,16,55,75
20,16,55,80
21,16,55,85
22,16,55,90
23,16,55,95
24,16,55,100
25,16,55,105
26,16,55,110
27,16,55,115
28,16,55,120
29,16,55,125
30,16,55,130
31,16,55,135
32,16,55,140
33,16,55,145
34,16,55,150
35,16,55,155
36,16,55,160
37,16,55,165
38,16,55,170
39,16,55,180
40,16,55,190
41,16,55,200
42,16,55,210
43,16,55,220
44,16,55,230
45,16,55,240
46,16,55,250
47,16,55,260
48,16,55,270
49,16,55,280
50,16,55,290
51,16,55,300
52,16,55,310
53,16,55,320
54,16,55,330
55,16,55,340
56,16,55,350
57,16,55,360
58,16,55,370
59,16,55,380
60,16,55,390
61,16,55,400
62,16,55,410
63,16,55,420
64,16,55,430
65,16,55,440
66,16,55,450
67,16,55,460
68,16,55,470
69,16,55,480
70,16,55,490
71,16,55,500
72,16,55,510
73,16,55,520
74,16,55,530
75,16,55,540
76,16,55,550
77,16,55,560
78,16,55,570
79,16,55,580
80,16,55,590
81,16,55,600
82,16,55,610
83,16,55,620
84,16,55,630
85,16,55,640
86,16,55,650
87,16,55,660
88,16,55,670
89,16,55,680
90,16,55,690
91,16,55,700
92,16,55,710
93,16,55,720
94,16,55,730
95,16,55,740
96,16,55,750
97,16,55,760
98,16,55,770
99,16,55,780
100,16,55,790
101,16,55,800
102,16,55,810
103,16,55,820
104,16,55,830
105,16,55,840
106,16,55,850
107,16,55,860
108,16,55,870
109,16,55,880
110,16,55,890
111,16,55,900
112,16,55,910
113,16,55,920
114,16,55,930
115,16,55,940
116,16,55,950
117,16,55,960
118,16,55,970
119,16,55,980
120,16,55,1000
1,17,55,0
2,17,55,0
3,17,55,0
4,17,55,0
5,17,55,0
6,17,55,10
7,17,55,15
8,17,55,20
9,17,55,25
10,17,55,30
11,17,55,35
12,17,55,40
13,17,55,45
14,17,55,50
15,17,55,55
16,17,55,60
17,17,55,65
18,17,55,70
19,17,55,75
20,17,55,80
21,17,55,85
22,17,55,90
23,17,55,95
24,17,55,100
25,17,55,105
26,17,55,110
27,17,55,115
28,17,55,120
29,17,55,125
30,17,55,130
31,17,55,135
32,17,55,140
33,17,55,145
34,17,55,150
35,17,55,155
36,17,55,160
37,17,55,165
38,17,55,170
39,17,55,180
40,17,55,190
41,17,55,200
42,17,55,210
43,17,55,220
44,17,55,230
45,17,55,240
46,17,55,250
47,17,55,260
48,17,55,270
49,17,55,280
50,17,55,290
51,17,55,300
52,17,55,310
53,17,55,320
54,17,55,330
55,17,55,340
56,17,55,350
57,17,55,360
58,17,55,370
59,17,55,380
60,17,55,390
61,17,55,400
62,17,55,410
63,17,55,420
64,17,55,430
65,17,55,440
66,17,55,450
67,17,55,460
68,17,55,470
69,17,55,480
70,17,55,490
71,17,55,500
72,17,55,510
73,17,55,520
74,17,55,530
75,17,55,540
76,17,55,550
77,17,55,560
78,17,55,570
79,17,55,580
80,17,55,590
81,17,55,600
82,17,55,610
83,17,55,620
84,17,55,630
85,17,55,640
86,17,55,650
87,17,55,660
88,17,55,670
89,17,55,680
90,17,55,690
91,17,55,700
92,17,55,710
93,17,55,720
94,17,55,730
95,17,55,740
96,17,55,750
97,17,55,760
98,17,55,770
99,17,55,780
100,17,55,790
101,17,55,800
102,17,55,810
103,17,55,820
104,17,55,830
105,17,55,840
106,17,55,850
107,17,55,860
108,17,55,870
109,17,55,880
110,17,55,890
111,17,55,900
112,17,55,910
113,17,55,920
114,17,55,930
115,17,55,940
116,17,55,950
117,17,55,960
118,17,55,970
119,17,55,980
120,17,55,1000
1,18,55,0
2,18,55,0
3,18,55,0
4,18,55,0
5,18,55,0
6,18,55,10
7,18,55,15
8,18,55,20
9,18,55,25
10,18,55,30
11,18,55,35
12,18,55,40
13,18,55,45
14,18,55,50
15,18,55,55
16,18,55,60
17,18,55,65
18,18,55,70
19,18,55,75
20,18,55,80
21,18,55,85
22,18,55,90
23,18,55,95
24,18,55,100
25,18,55,105
26,18,55,110
27,18,55,115
28,18,55,120
29,18,55,125
30,18,55,130
31,18,55,135
32,18,55,140
33,18,55,145
34,18,55,150
35,18,55,155
36,18,55,160
37,18,55,165
38,18,55,170
39,18,55,180
40,18,55,190
41,18,55,200
42,18,55,210
43,18,55,220
44,18,55,230
45,18,55,240
46,18,55,250
47,18,55,260
48,18,55,270
49,18,55,280
50,18,55,290
51,18,55,300
52,18,55,310
53,18,55,320
54,18,55,330
55,18,55,340
56,18,55,350
57,18,55,360
58,18,55,370
59,18,55,380
60,18,55,390
61,18,55,400
62,18,55,410
63,18,55,420
64,18,55,430
65,18,55,440
66,18,55,450
67,18,55,460
68,18,55,470
69,18,55,480
70,18,55,490
71,18,55,500
72,18,55,510
73,18,55,520
74,18,55,530
75,18,55,540
76,18,55,550
77,18,55,560
78,18,55,570
79,18,55,580
80,18,55,590
81,18,55,600
82,18,55,610
83,18,55,620
84,18,55,630
85,18,55,640
86,18,55,650
87,18,55,660
88,18,55,670
89,18,55,680
90,18,55,690
91,18,55,700
92,18,55,710
93,18,55,720
94,18,55,730
95,18,55,740
96,18,55,750
97,18,55,760
98,18,55,770
99,18,55,780
100,18,55,790
101,18,55,800
102,18,55,810
103,18,55,820
104,18,55,830
105,18,55,840
106,18,55,850
107,18,55,860
108,18,55,870
109,18,55,880
110,18,55,890
111,18,55,900
112,18,55,910
113,18,55,920
114,18,55,930
115,18,55,940
116,18,55,950
117,18,55,960
118,18,55,970
119,18,55,980
120,18,55,1000
1,19,55,0
2,19,55,0
3,19,55,0
4,19,55,0
5,19,55,0
6,19,55,10
7,19,55,15
8,19,55,20
9,19,55,25
10,19,55,30
11,19,55,35
12,19,55,40
13,19,55,45
14,19,55,50
15,19,55,55
16,19,55,60
17,19,55,65
18,19,55,70
19,19,55,75
20,19,55,80
21,19,55,85
22,19,55,90
23,19,55,95
24,19,55,100
25,19,55,105
26,19,55,110
27,19,55,115
28,19,55,120
29,19,55,125
30,19,55,130
31,19,55,135
32,19,55,140
33,19,55,145
34,19,55,150
35,19,55,155
36,19,55,160
37,19,55,165
38,19,55,170
39,19,55,180
40,19,55,190
41,19,55,200
42,19,55,210
43,19,55,220
44,19,55,230
45,19,55,240
46,19,55,250
47,19,55,260
48,19,55,270
49,19,55,280
50,19,55,290
51,19,55,300
52,19,55,310
53,19,55,320
54,19,55,330
55,19,55,340
56,19,55,350
57,19,55,360
58,19,55,370
59,19,55,380
60,19,55,390
61,19,55,400
62,19,55,410
63,19,55,420
64,19,55,430
65,19,55,440
66,19,55,450
67,19,55,460
68,19,55,470
69,19,55,480
70,19,55,490
71,19,55,500
72,19,55,510
73,19,55,520
74,19,55,530
75,19,55,540
76,19,55,550
77,19,55,560
78,19,55,570
79,19,55,580
80,19,55,590
81,19,55,600
82,19,55,610
83,19,55,620
84,19,55,630
85,19,55,640
86,19,55,650
87,19,55,660
88,19,55,670
89,19,55,680
90,19,55,690
91,19,55,700
92,19,55,710
93,19,55,720
94,19,55,730
95,19,55,740
96,19,55,750
97,19,55,760
98,19,55,770
99,19,55,780
100,19,55,790
101,19,55,800
102,19,55,810
103,19,55,820
104,19,55,830
105,19,55,840
106,19,55,850
107,19,55,860
108,19,55,870
109,19,55,880
110,19,55,890
111,19,55,900
112,19,55,910
113,19,55,920
114,19,55,930
115,19,55,940
116,19,55,950
117,19,55,960
118,19,55,970
119,19,55,980
120,19,55,1000
1,20,55,0
2,20,55,0
3,20,55,0
4,20,55,0
5,20,55,0
6,20,55,10
7,20,55,15
8,20,55,20
9,20,55,25
10,20,55,30
11,20,55,35
12,20,55,40
13,20,55,45
14,20,55,50
15,20,55,55
16,20,55,60
17,20,55,65
18,20,55,70
19,20,55,75
20,20,55,80
21,20,55,85
22,20,55,90
23,20,55,95
24,20,55,100
25,20,55,105
26,20,55,110
27,20,55,115
28,20,55,120
29,20,55,125
30,20,55,130
31,20,55,135
32,20,55,140
33,20,55,145
34,20,55,150
35,20,55,155
36,20,55,160
37,20,55,165
38,20,55,170
39,20,55,180
40,20,55,190
41,20,55,200
42,20,55,210
43,20,55,220
44,20,55,230
45,20,55,240
46,20,55,250
47,20,55,260
48,20,55,270
49,20,55,280
50,20,55,290
51,20,55,300
52,20,55,310
53,20,55,320
54,20,55,330
55,20,55,340
56,20,55,350
57,20,55,360
58,20,55,370
59,20,55,380
60,20,55,390
61,20,55,400
62,20,55,410
63,20,55,420
64,20,55,430
65,20,55,440
66,20,55,450
67,20,55,460
68,20,55,470
69,20,55,480
70,20,55,490
71,20,55,500
72,20,55,510
73,20,55,520
74,20,55,530
75,20,55,540
76,20,55,550
77,20,55,560
78,20,55,570
79,20,55,580
80,20,55,590
